source_id,source_sha256,source_sheet,source_row,source_cell_range,category,product,strength,size,total_mg,formulary_base_price,formulary_patient_pricing_plus_10,formulary_tier_1_minus_10,formulary_tier_2_minus_20,formulary_tier_3_minus_30,formulary_patient_price_formula,formulary_tier_1_formula,formulary_tier_2_formula,formulary_tier_3_formula,telehealth_sheet_row,telehealth_base_price,telehealth_tier_1_minus_30,telehealth_tier_2_minus_40,telehealth_tier_3_minus_50,telehealth_tier_1_formula,telehealth_tier_2_formula,telehealth_tier_3_formula
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,39,A39:J39,Women's & Men's Health - Oral,Clomiphene Capsule (commercially available),"25mg, 50mg",Each,-,1.4,1.54,1.26,1.12,0.98,"IF(ISNUMBER(F39),F39*1.1,""Call for info"")","IF(ISNUMBER(F39),F39*0.9,""Call for info"")","IF(ISNUMBER(F39),F39*0.8,""Call for info"")","IF(ISNUMBER(F39),F39*0.7,""Call for info"")",48,1.4,0.98,0.84,0.7,"IF(ISNUMBER(E48),E48*(1-$B$6),""Call for info"")","IF(ISNUMBER(E48),E48*(1-$B$7),""Call for info"")","IF(ISNUMBER(E48),E48*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,40,A40:J40,Women's & Men's Health - Oral,DHEA Capsule,10mg,Each,-,0.6,0.66,0.54,0.48,0.42,"IF(ISNUMBER(F40),F40*1.1,""Call for info"")","IF(ISNUMBER(F40),F40*0.9,""Call for info"")","IF(ISNUMBER(F40),F40*0.8,""Call for info"")","IF(ISNUMBER(F40),F40*0.7,""Call for info"")",49,0.6,0.42,0.36,0.3,"IF(ISNUMBER(E49),E49*(1-$B$6),""Call for info"")","IF(ISNUMBER(E49),E49*(1-$B$7),""Call for info"")","IF(ISNUMBER(E49),E49*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,41,A41:J41,Women's & Men's Health - Oral,Enclomiphene Capsule,"6.25mg, 12.5mg, 25mg",Each,-,2.5,2.75,2.25,2,1.75,"IF(ISNUMBER(F41),F41*1.1,""Call for info"")","IF(ISNUMBER(F41),F41*0.9,""Call for info"")","IF(ISNUMBER(F41),F41*0.8,""Call for info"")","IF(ISNUMBER(F41),F41*0.7,""Call for info"")",50,2.5,1.75,1.5,1.25,"IF(ISNUMBER(E50),E50*(1-$B$6),""Call for info"")","IF(ISNUMBER(E50),E50*(1-$B$7),""Call for info"")","IF(ISNUMBER(E50),E50*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,42,A42:J42,Women's & Men's Health - Oral,"Hormone Troches, once a day (Bi-Est, DHEA, Pregnenolone, Progesterone, Testosterone)",Any,#30,-,49.0,53.9,44.1,39.2,34.3,"IF(ISNUMBER(F42),F42*1.1,""Call for info"")","IF(ISNUMBER(F42),F42*0.9,""Call for info"")","IF(ISNUMBER(F42),F42*0.8,""Call for info"")","IF(ISNUMBER(F42),F42*0.7,""Call for info"")",51,49,34.3,29.4,24.5,"IF(ISNUMBER(E51),E51*(1-$B$6),""Call for info"")","IF(ISNUMBER(E51),E51*(1-$B$7),""Call for info"")","IF(ISNUMBER(E51),E51*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,43,A43:J43,Women's & Men's Health - Oral,"Hormone Troches, once a day (Bi-Est, DHEA, Pregnenolone, Progesterone, Testosterone)",Any,#60,-,84.0,92.4,75.6,67.2,58.8,"IF(ISNUMBER(F43),F43*1.1,""Call for info"")","IF(ISNUMBER(F43),F43*0.9,""Call for info"")","IF(ISNUMBER(F43),F43*0.8,""Call for info"")","IF(ISNUMBER(F43),F43*0.7,""Call for info"")",52,84,58.8,50.4,42,"IF(ISNUMBER(E52),E52*(1-$B$6),""Call for info"")","IF(ISNUMBER(E52),E52*(1-$B$7),""Call for info"")","IF(ISNUMBER(E52),E52*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,44,A44:J44,Women's & Men's Health - Oral,"Hormone Troches, twice a day (Bi-Est, DHEA, Pregnenolone, Progesterone, Testosterone)",Any,#90,-,95.0,104.5,85.5,76,66.5,"IF(ISNUMBER(F44),F44*1.1,""Call for info"")","IF(ISNUMBER(F44),F44*0.9,""Call for info"")","IF(ISNUMBER(F44),F44*0.8,""Call for info"")","IF(ISNUMBER(F44),F44*0.7,""Call for info"")",53,95,66.5,57,47.5,"IF(ISNUMBER(E53),E53*(1-$B$6),""Call for info"")","IF(ISNUMBER(E53),E53*(1-$B$7),""Call for info"")","IF(ISNUMBER(E53),E53*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,45,A45:J45,Women's & Men's Health - Oral,"Hormone Troches, twice a day (Bi-Est, DHEA, Pregnenolone, Progesterone, Testosterone)",Any,#60,-,63.0,69.3,56.7,50.4,44.1,"IF(ISNUMBER(F45),F45*1.1,""Call for info"")","IF(ISNUMBER(F45),F45*0.9,""Call for info"")","IF(ISNUMBER(F45),F45*0.8,""Call for info"")","IF(ISNUMBER(F45),F45*0.7,""Call for info"")",54,63,44.1,37.8,31.5,"IF(ISNUMBER(E54),E54*(1-$B$6),""Call for info"")","IF(ISNUMBER(E54),E54*(1-$B$7),""Call for info"")","IF(ISNUMBER(E54),E54*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,46,A46:J46,Women's & Men's Health - Oral,"Hormone Troches, twice a day (Bi-Est, DHEA, Pregnenolone, Progesterone, Testosterone)",Any,#120,-,121.0,133.1,108.9,96.8,84.7,"IF(ISNUMBER(F46),F46*1.1,""Call for info"")","IF(ISNUMBER(F46),F46*0.9,""Call for info"")","IF(ISNUMBER(F46),F46*0.8,""Call for info"")","IF(ISNUMBER(F46),F46*0.7,""Call for info"")",55,121,84.7,72.6,60.5,"IF(ISNUMBER(E55),E55*(1-$B$6),""Call for info"")","IF(ISNUMBER(E55),E55*(1-$B$7),""Call for info"")","IF(ISNUMBER(E55),E55*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,47,A47:J47,Women's & Men's Health - Oral,Progesterone Capsule,"50mg, 100mg, 150mg, 200mg",Each,-,1.0,1.1,0.9,0.8,0.7,"IF(ISNUMBER(F47),F47*1.1,""Call for info"")","IF(ISNUMBER(F47),F47*0.9,""Call for info"")","IF(ISNUMBER(F47),F47*0.8,""Call for info"")","IF(ISNUMBER(F47),F47*0.7,""Call for info"")",56,1,0.7,0.6,0.5,"IF(ISNUMBER(E56),E56*(1-$B$6),""Call for info"")","IF(ISNUMBER(E56),E56*(1-$B$7),""Call for info"")","IF(ISNUMBER(E56),E56*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,48,A48:J48,Women's & Men's Health - Oral,Progesterone Capsule (modified release),100mg or 200mg,Each,-,1.0,1.1,0.9,0.8,0.7,"IF(ISNUMBER(F48),F48*1.1,""Call for info"")","IF(ISNUMBER(F48),F48*0.9,""Call for info"")","IF(ISNUMBER(F48),F48*0.8,""Call for info"")","IF(ISNUMBER(F48),F48*0.7,""Call for info"")",57,1,0.7,0.6,0.5,"IF(ISNUMBER(E57),E57*(1-$B$6),""Call for info"")","IF(ISNUMBER(E57),E57*(1-$B$7),""Call for info"")","IF(ISNUMBER(E57),E57*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,49,A49:J49,Women's & Men's Health - Oral,Sildenafil Troche,100mg,30,-,150.0,165,135,120,105,"IF(ISNUMBER(F49),F49*1.1,""Call for info"")","IF(ISNUMBER(F49),F49*0.9,""Call for info"")","IF(ISNUMBER(F49),F49*0.8,""Call for info"")","IF(ISNUMBER(F49),F49*0.7,""Call for info"")",58,150,105,90,75,"IF(ISNUMBER(E58),E58*(1-$B$6),""Call for info"")","IF(ISNUMBER(E58),E58*(1-$B$7),""Call for info"")","IF(ISNUMBER(E58),E58*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,50,A50:J50,Women's & Men's Health - Oral,Sildenafil/Tadalafil Troche,50mg/10mg,30,-,150.0,165,135,120,105,"IF(ISNUMBER(F50),F50*1.1,""Call for info"")","IF(ISNUMBER(F50),F50*0.9,""Call for info"")","IF(ISNUMBER(F50),F50*0.8,""Call for info"")","IF(ISNUMBER(F50),F50*0.7,""Call for info"")",59,150,105,90,75,"IF(ISNUMBER(E59),E59*(1-$B$6),""Call for info"")","IF(ISNUMBER(E59),E59*(1-$B$7),""Call for info"")","IF(ISNUMBER(E59),E59*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,51,A51:J51,Women's & Men's Health - Oral,Tadalafil Troche,10mg,30,-,60.0,66,54,48,42,"IF(ISNUMBER(F51),F51*1.1,""Call for info"")","IF(ISNUMBER(F51),F51*0.9,""Call for info"")","IF(ISNUMBER(F51),F51*0.8,""Call for info"")","IF(ISNUMBER(F51),F51*0.7,""Call for info"")",60,60,42,36,30,"IF(ISNUMBER(E60),E60*(1-$B$6),""Call for info"")","IF(ISNUMBER(E60),E60*(1-$B$7),""Call for info"")","IF(ISNUMBER(E60),E60*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,52,A52:J52,Women's & Men's Health - Oral,Tadalafil Troche,20mg,30,-,75.0,82.5,67.5,60,52.5,"IF(ISNUMBER(F52),F52*1.1,""Call for info"")","IF(ISNUMBER(F52),F52*0.9,""Call for info"")","IF(ISNUMBER(F52),F52*0.8,""Call for info"")","IF(ISNUMBER(F52),F52*0.7,""Call for info"")",61,75,52.5,45,37.5,"IF(ISNUMBER(E61),E61*(1-$B$6),""Call for info"")","IF(ISNUMBER(E61),E61*(1-$B$7),""Call for info"")","IF(ISNUMBER(E61),E61*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,53,A53:J53,"IV, Wellness, & Metabolic Therapies - Injection",Alpha Lipoic Acid Injection SDV (PF),25mg/ml,4ml,100mg,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F53),F53*1.1,""Call for info"")","IF(ISNUMBER(F53),F53*0.9,""Call for info"")","IF(ISNUMBER(F53),F53*0.8,""Call for info"")","IF(ISNUMBER(F53),F53*0.7,""Call for info"")",62,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E62),E62*(1-$B$6),""Call for info"")","IF(ISNUMBER(E62),E62*(1-$B$7),""Call for info"")","IF(ISNUMBER(E62),E62*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,54,A54:J54,"IV, Wellness, & Metabolic Therapies - Injection",Ascorbic Acid Injection MDV,500mg/ml,100ml,"50,000mg",99.0,108.9,89.1,79.2,69.3,"IF(ISNUMBER(F54),F54*1.1,""Call for info"")","IF(ISNUMBER(F54),F54*0.9,""Call for info"")","IF(ISNUMBER(F54),F54*0.8,""Call for info"")","IF(ISNUMBER(F54),F54*0.7,""Call for info"")",63,99,69.3,59.4,49.5,"IF(ISNUMBER(E63),E63*(1-$B$6),""Call for info"")","IF(ISNUMBER(E63),E63*(1-$B$7),""Call for info"")","IF(ISNUMBER(E63),E63*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,55,A55:J55,"IV, Wellness, & Metabolic Therapies - Injection",Ascorbic Acid Injection SDV,500mg/ml,30ml,"15,000mg",49.0,53.9,44.1,39.2,34.3,"IF(ISNUMBER(F55),F55*1.1,""Call for info"")","IF(ISNUMBER(F55),F55*0.9,""Call for info"")","IF(ISNUMBER(F55),F55*0.8,""Call for info"")","IF(ISNUMBER(F55),F55*0.7,""Call for info"")",64,49,34.3,29.4,24.5,"IF(ISNUMBER(E64),E64*(1-$B$6),""Call for info"")","IF(ISNUMBER(E64),E64*(1-$B$7),""Call for info"")","IF(ISNUMBER(E64),E64*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,56,A56:J56,"IV, Wellness, & Metabolic Therapies - Injection",Calcium Gluconate Injection,85mg/ml,5ml,425mg,75.0,82.5,67.5,60,52.5,"IF(ISNUMBER(F56),F56*1.1,""Call for info"")","IF(ISNUMBER(F56),F56*0.9,""Call for info"")","IF(ISNUMBER(F56),F56*0.8,""Call for info"")","IF(ISNUMBER(F56),F56*0.7,""Call for info"")",65,75,52.5,45,37.5,"IF(ISNUMBER(E65),E65*(1-$B$6),""Call for info"")","IF(ISNUMBER(E65),E65*(1-$B$7),""Call for info"")","IF(ISNUMBER(E65),E65*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,57,A57:J57,"IV, Wellness, & Metabolic Therapies - Injection",Folic Acid injection (commercial),call for info,1ml,-,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F57),F57*1.1,""Call for info"")","IF(ISNUMBER(F57),F57*0.9,""Call for info"")","IF(ISNUMBER(F57),F57*0.8,""Call for info"")","IF(ISNUMBER(F57),F57*0.7,""Call for info"")",66,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E66),E66*(1-$B$6),""Call for info"")","IF(ISNUMBER(E66),E66*(1-$B$7),""Call for info"")","IF(ISNUMBER(E66),E66*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,58,A58:J58,"IV, Wellness, & Metabolic Therapies - Injection",Glutathione Injection MDV,200mg/ml,4ml,800mg,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F58),F58*1.1,""Call for info"")","IF(ISNUMBER(F58),F58*0.9,""Call for info"")","IF(ISNUMBER(F58),F58*0.8,""Call for info"")","IF(ISNUMBER(F58),F58*0.7,""Call for info"")",67,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E67),E67*(1-$B$6),""Call for info"")","IF(ISNUMBER(E67),E67*(1-$B$7),""Call for info"")","IF(ISNUMBER(E67),E67*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,59,A59:J59,"IV, Wellness, & Metabolic Therapies - Injection",Magnesium Chloride Injection MDV (commercial),20%,50ml,-,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F59),F59*1.1,""Call for info"")","IF(ISNUMBER(F59),F59*0.9,""Call for info"")","IF(ISNUMBER(F59),F59*0.8,""Call for info"")","IF(ISNUMBER(F59),F59*0.7,""Call for info"")",68,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E68),E68*(1-$B$6),""Call for info"")","IF(ISNUMBER(E68),E68*(1-$B$7),""Call for info"")","IF(ISNUMBER(E68),E68*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,60,A60:J60,"IV, Wellness, & Metabolic Therapies - Injection",Magnesium Chloride Injection SDV (PF),200mg/ml,30ml,6000mg,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F60),F60*1.1,""Call for info"")","IF(ISNUMBER(F60),F60*0.9,""Call for info"")","IF(ISNUMBER(F60),F60*0.8,""Call for info"")","IF(ISNUMBER(F60),F60*0.7,""Call for info"")",69,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E69),E69*(1-$B$6),""Call for info"")","IF(ISNUMBER(E69),E69*(1-$B$7),""Call for info"")","IF(ISNUMBER(E69),E69*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,61,A61:J61,"IV, Wellness, & Metabolic Therapies - Injection",Methylcobalamin Injection MDV,5mg/ml,4ml,20mg,18.7,20.57,16.83,14.96,13.09,"IF(ISNUMBER(F61),F61*1.1,""Call for info"")","IF(ISNUMBER(F61),F61*0.9,""Call for info"")","IF(ISNUMBER(F61),F61*0.8,""Call for info"")","IF(ISNUMBER(F61),F61*0.7,""Call for info"")",70,18.7,13.09,11.22,9.35,"IF(ISNUMBER(E70),E70*(1-$B$6),""Call for info"")","IF(ISNUMBER(E70),E70*(1-$B$7),""Call for info"")","IF(ISNUMBER(E70),E70*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,62,A62:J62,"IV, Wellness, & Metabolic Therapies - Injection",Methylcobalamin Injection MDV,10mg/ml,4ml,40mg,32.1,35.31,28.89,25.68,22.47,"IF(ISNUMBER(F62),F62*1.1,""Call for info"")","IF(ISNUMBER(F62),F62*0.9,""Call for info"")","IF(ISNUMBER(F62),F62*0.8,""Call for info"")","IF(ISNUMBER(F62),F62*0.7,""Call for info"")",71,32.1,22.47,19.26,16.05,"IF(ISNUMBER(E71),E71*(1-$B$6),""Call for info"")","IF(ISNUMBER(E71),E71*(1-$B$7),""Call for info"")","IF(ISNUMBER(E71),E71*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,63,A63:J63,"IV, Wellness, & Metabolic Therapies - Injection",Myers like Cocktail (Ascorbic Acid/Calcium Chloride/Hydroxocobalamin/Magnesium Chloride/Pyridoxine/Riboflavin-5-Phosphate/Thiamine Injection (PF)),2000mg/200mg/1000mcg/1000mg/10..,25ml,-,40.0,44,36,32,28,"IF(ISNUMBER(F63),F63*1.1,""Call for info"")","IF(ISNUMBER(F63),F63*0.9,""Call for info"")","IF(ISNUMBER(F63),F63*0.8,""Call for info"")","IF(ISNUMBER(F63),F63*0.7,""Call for info"")",72,40,28,24,20,"IF(ISNUMBER(E72),E72*(1-$B$6),""Call for info"")","IF(ISNUMBER(E72),E72*(1-$B$7),""Call for info"")","IF(ISNUMBER(E72),E72*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,64,A64:J64,"IV, Wellness, & Metabolic Therapies - Injection",MICC - Methionine/Inositol/Choline Chloride/Cyanocobalamin Injection (PF),15mg/50mg/100mg/6mcg/ml,1ml,-,12.5,13.75,11.25,10,8.75,"IF(ISNUMBER(F64),F64*1.1,""Call for info"")","IF(ISNUMBER(F64),F64*0.9,""Call for info"")","IF(ISNUMBER(F64),F64*0.8,""Call for info"")","IF(ISNUMBER(F64),F64*0.7,""Call for info"")",73,12.5,8.75,7.5,6.25,"IF(ISNUMBER(E73),E73*(1-$B$6),""Call for info"")","IF(ISNUMBER(E73),E73*(1-$B$7),""Call for info"")","IF(ISNUMBER(E73),E73*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,65,A65:J65,"IV, Wellness, & Metabolic Therapies - Injection",MICC + Levocarnitine Injection (Methionine/Inositol/Choline Chloride/Cyanocobalamin/Levocarnitine) SDV,15mg/50mg/100mg/6mcg/125mg/ml,1ml,-,12.5,13.75,11.25,10,8.75,"IF(ISNUMBER(F65),F65*1.1,""Call for info"")","IF(ISNUMBER(F65),F65*0.9,""Call for info"")","IF(ISNUMBER(F65),F65*0.8,""Call for info"")","IF(ISNUMBER(F65),F65*0.7,""Call for info"")",74,12.5,8.75,7.5,6.25,"IF(ISNUMBER(E74),E74*(1-$B$6),""Call for info"")","IF(ISNUMBER(E74),E74*(1-$B$7),""Call for info"")","IF(ISNUMBER(E74),E74*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,66,A66:J66,"IV, Wellness, & Metabolic Therapies - Injection",NAD+ (Nicotinamide Adenine Dinucleotide) Injection MDV,50mg/ml,10ml,500mg,75.0,82.5,67.5,60,52.5,"IF(ISNUMBER(F66),F66*1.1,""Call for info"")","IF(ISNUMBER(F66),F66*0.9,""Call for info"")","IF(ISNUMBER(F66),F66*0.8,""Call for info"")","IF(ISNUMBER(F66),F66*0.7,""Call for info"")",75,75,52.5,45,37.5,"IF(ISNUMBER(E75),E75*(1-$B$6),""Call for info"")","IF(ISNUMBER(E75),E75*(1-$B$7),""Call for info"")","IF(ISNUMBER(E75),E75*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,67,A67:J67,"IV, Wellness, & Metabolic Therapies - Injection",Potassium Chloride Injection,150mg/ml,4ml,600mg,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F67),F67*1.1,""Call for info"")","IF(ISNUMBER(F67),F67*0.9,""Call for info"")","IF(ISNUMBER(F67),F67*0.8,""Call for info"")","IF(ISNUMBER(F67),F67*0.7,""Call for info"")",76,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E76),E76*(1-$B$6),""Call for info"")","IF(ISNUMBER(E76),E76*(1-$B$7),""Call for info"")","IF(ISNUMBER(E76),E76*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,68,A68:J68,"IV, Wellness, & Metabolic Therapies - Injection",Pyridoxine HCL MDV Injection (commercial),100mg/ml,25ml,2500mg,350.0,385,315,280,245,"IF(ISNUMBER(F68),F68*1.1,""Call for info"")","IF(ISNUMBER(F68),F68*0.9,""Call for info"")","IF(ISNUMBER(F68),F68*0.8,""Call for info"")","IF(ISNUMBER(F68),F68*0.7,""Call for info"")",77,350,245,210,175,"IF(ISNUMBER(E77),E77*(1-$B$6),""Call for info"")","IF(ISNUMBER(E77),E77*(1-$B$7),""Call for info"")","IF(ISNUMBER(E77),E77*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,69,A69:J69,"IV, Wellness, & Metabolic Therapies - Injection",Pyridoxine/Thiamine HCL injection,100mg/100mg/ml,4ml,400mg/400mg,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F69),F69*1.1,""Call for info"")","IF(ISNUMBER(F69),F69*0.9,""Call for info"")","IF(ISNUMBER(F69),F69*0.8,""Call for info"")","IF(ISNUMBER(F69),F69*0.7,""Call for info"")",78,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E78),E78*(1-$B$6),""Call for info"")","IF(ISNUMBER(E78),E78*(1-$B$7),""Call for info"")","IF(ISNUMBER(E78),E78*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,70,A70:J70,"IV, Wellness, & Metabolic Therapies - Injection",Sermorelin Injection MDV,2mg/ml,5ml,10mg,86.0,94.6,77.4,68.8,60.2,"IF(ISNUMBER(F70),F70*1.1,""Call for info"")","IF(ISNUMBER(F70),F70*0.9,""Call for info"")","IF(ISNUMBER(F70),F70*0.8,""Call for info"")","IF(ISNUMBER(F70),F70*0.7,""Call for info"")",79,86,60.2,51.6,43,"IF(ISNUMBER(E79),E79*(1-$B$6),""Call for info"")","IF(ISNUMBER(E79),E79*(1-$B$7),""Call for info"")","IF(ISNUMBER(E79),E79*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,71,A71:J71,"IV, Wellness, & Metabolic Therapies - Injection",Zinc 10mg/ml Injection,10mg/ml,10ml,100mg,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F71),F71*1.1,""Call for info"")","IF(ISNUMBER(F71),F71*0.9,""Call for info"")","IF(ISNUMBER(F71),F71*0.8,""Call for info"")","IF(ISNUMBER(F71),F71*0.7,""Call for info"")",80,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E80),E80*(1-$B$6),""Call for info"")","IF(ISNUMBER(E80),E80*(1-$B$7),""Call for info"")","IF(ISNUMBER(E80),E80*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,72,A72:J72,"IV, Wellness, & Metabolic Therapies - Oral",Sermorelin Troche,200mcg,30,-,105.0,115.5,94.5,84,73.5,"IF(ISNUMBER(F72),F72*1.1,""Call for info"")","IF(ISNUMBER(F72),F72*0.9,""Call for info"")","IF(ISNUMBER(F72),F72*0.8,""Call for info"")","IF(ISNUMBER(F72),F72*0.7,""Call for info"")",81,105,73.5,63,52.5,"IF(ISNUMBER(E81),E81*(1-$B$6),""Call for info"")","IF(ISNUMBER(E81),E81*(1-$B$7),""Call for info"")","IF(ISNUMBER(E81),E81*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,73,A73:J73,"IV, Wellness, & Metabolic Therapies - Oral",Sermorelin Troche,400mcg,30,-,105.0,115.5,94.5,84,73.5,"IF(ISNUMBER(F73),F73*1.1,""Call for info"")","IF(ISNUMBER(F73),F73*0.9,""Call for info"")","IF(ISNUMBER(F73),F73*0.8,""Call for info"")","IF(ISNUMBER(F73),F73*0.7,""Call for info"")",82,105,73.5,63,52.5,"IF(ISNUMBER(E82),E82*(1-$B$6),""Call for info"")","IF(ISNUMBER(E82),E82*(1-$B$7),""Call for info"")","IF(ISNUMBER(E82),E82*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,74,A74:J74,"IV, Wellness, & Metabolic Therapies - Oral",Sermorelin Troche,600mcg,30,-,105.0,115.5,94.5,84,73.5,"IF(ISNUMBER(F74),F74*1.1,""Call for info"")","IF(ISNUMBER(F74),F74*0.9,""Call for info"")","IF(ISNUMBER(F74),F74*0.8,""Call for info"")","IF(ISNUMBER(F74),F74*0.7,""Call for info"")",83,105,73.5,63,52.5,"IF(ISNUMBER(E83),E83*(1-$B$6),""Call for info"")","IF(ISNUMBER(E83),E83*(1-$B$7),""Call for info"")","IF(ISNUMBER(E83),E83*(1-$B$8),""Call for info"")"
